x,y,label
0.6177528569514706,0.5332655736050008,0
0.36584835924937553,0.5857873539022715,0
0.16568728368878083,0.8243737469076314,1
0.9217265098962596,0.30763338797950246,2
0.9922470725858205,0.20494600207758173,2
0.6562776331888889,0.912305342889376,2
0.1092883976212714,0.8204376297831348,1
0.39873905405496446,0.06534313042009643,0
0.6992083316156428,0.34810194289930996,0
0.8000651323113592,0.6637488828437452,2
0.8325065326181772,0.5944568076620798,2
0.6905413711203235,0.9150999978526841,2
0.45715758654038996,0.2648561880289837,0
0.20098149439511848,0.06730027227364666,0
0.5254434270373415,0.6186732200516616,0
0.5772977454476452,0.04388040358005296,0
0.40747000249106957,0.6529227636895261,0
0.6349978834153693,0.1970220513983837,0
0.28492583480905564,0.4523282032393763,0
0.9165308177445435,0.7982388255646697,2
0.31428290912855783,0.7954074288671369,1
0.6107932428538201,0.4321687115140922,0
0.7904276045322813,0.5496092442112607,2
0.7759968264300798,0.5554101893793155,2
0.6457566865332331,0.8484298131719972,2
0.21365049936922798,0.974461005485015,1
0.5290758052968516,0.5284480987860815,0
0.7753213022845796,0.05043422241780038,0
0.4946595631810975,0.7364988594037298,0
0.7521809909805838,0.728870793677753,2
0.352608939518782,0.5583798423289809,0
0.5689755800713993,0.2572876532508386,0
0.8199801376344691,0.1918654921610582,0
0.9526665772529762,0.8335259873647095,2
0.877582930428161,0.5545353379097522,2
0.42705567441299663,0.6063928061497748,0
0.8811356716358423,0.9310191202376145,2
0.4299445546232471,0.7410819677361549,0
0.15556442034211493,0.6339202483096597,1
0.3473002864453434,0.06840925818992016,0
0.19152174246409814,0.48406645202544263,1
0.6131721394478933,0.5528213400607493,0
0.15972633079770038,0.711397230560734,1
0.1945321992186927,0.7627297711199902,1
0.624898723733216,0.4175275112268151,0
0.15909276692500596,0.4692100928871029,1
0.6976549448756626,0.3216722759557804,0
0.030236516445619754,0.5999462320813541,1
0.6413061576894121,0.3069400471690349,0
0.9429759678190598,0.546120698117701,2
0.7808014184415061,0.8739964616201387,2
0.22509478715997322,0.30527786829974657,0
0.4400654478381464,0.3790569153851907,0
0.6365495128945027,0.1440693261002417,0
0.820349993375188,0.7625943701438103,2
0.23671161670552288,0.8131118916597782,1
0.08583127305487803,0.6940359249925465,1
0.342498288197713,0.841261088339696,1
0.5941941582284144,0.3887576237058701,0
0.13954061297436182,0.858839541250829,1
0.5042775912669287,0.3787849038508272,0
0.6394924405538467,0.11368392159787388,0
0.24302571491372083,0.05225265392394807,0
0.790807870901993,0.21246930476766224,0
0.5799695325588854,0.1029637059622468,0
0.8564308633881914,0.9502568181793487,2
0.5058218521649169,0.5909579744308877,0
0.4962661437411874,0.015843876813973368,0
0.1481330727481195,0.9777863627696993,1
0.9152049934360651,0.6493036280045085,2
0.6152684203454756,0.9304858182188407,2
0.735189875377097,0.02085600923949349,0
0.7907256498396786,0.16232487735933354,0
0.7518221752555869,0.6477849337630458,2
0.7108614640878463,0.7992236051012274,2
0.4609587543650727,0.8051858500096339,0
0.025057633900670395,0.42628080660904344,1
0.7922165291773876,0.10245711941261193,0
0.1699002987234024,0.7177521662067148,1
0.9075939379577609,0.6302128855856648,2
0.8588845222722127,0.15692298624109202,0
0.19684676905379073,0.07828901826934798,0
0.5774754255685809,0.2455307612046853,0
0.9143382526536932,0.05886948429516392,0
0.22742452234454613,0.7880976529099087,1
0.32829879113659266,0.5515989099567259,0
0.47308380711497633,0.19417462552991216,0
0.0737731908830559,0.8482432711830777,1
0.6613446111690762,0.3609046360330438,0
0.5802981881696455,0.0276922285568294,0
0.937111860577651,0.6791001104773694,2
0.5502099166314959,0.11506583426247885,0
0.6520380077768714,0.398250639129176,0
0.2870635401898476,0.6895180413022091,1
0.007027244906340324,0.8514211581224347,1
0.2993896639809718,0.3715801986953058,0
0.7673476760403702,0.3224131540424414,0
0.7560863763305231,0.05657272107304412,0
0.759467495916177,0.0535987229658923,0
0.7618356821990523,0.8009028020206448,2
0.6231715487072019,0.3971906563129043,0
0.173728600233923,0.4967369211276804,1
0.6746711869045433,0.18375697128115687,0
0.966361549129164,0.6396928915604001,2
0.7844592393050387,0.1579662145517161,0
0.22206716153752515,0.6029643106450868,1
0.1860508504273266,0.020371373185043895,0
0.9598110910519146,0.5229328687986166,2
0.7563646980036639,0.10429478223519395,0
0.9243969740931195,0.32140179933248514,2
0.0517042800543942,0.7095640888612585,1
0.49057890748074584,0.8272981866875683,0
0.32575100678738056,0.7771889296232175,1
0.5844880535555973,0.33057261193967324,0
0.6986373977071315,0.10349129807774671,0
0.538526296818718,0.6968026380973047,0
0.06191801579430667,0.6893873999164922,1
0.3983038811316565,0.03842663616591979,0
0.39899069815964705,0.9802970412672563,1
0.040882562684536605,0.6146102321887825,1
0.4340282881333125,0.45648058565254523,0
0.9920394891602795,0.5971313679491855,2
0.6147102001911744,0.5615086221033023,0
0.9824142797669447,0.6735332970099256,2
0.7718078446624802,0.7454899800701926,2
0.22806568296421847,0.6208108768517692,1
0.16380490463846165,0.20134733365952218,0
0.3388254498695018,0.3733737812813248,0
0.2158536848686471,0.8242930367595328,1
0.5409905970250275,0.08577685560447013,0
0.9288076257779742,0.484368020718412,2
0.151270886744849,0.10854135277607113,0
0.2047944506633067,0.8996515210360224,1
0.7044760413408526,0.1631162699452855,0
0.2372607572927734,0.35171572956186703,0
0.730713036024562,0.4222688050677792,0
0.7305025752864462,0.4036723158554526,0
0.19959847489012994,0.18505728778760944,0
0.8324726697829473,0.7133511097473052,2
0.9431473441527901,0.530316464556431,2
0.6619190492469694,0.05679075214302409,0
0.5559467100868378,0.2863599831179915,0
0.8755402661178983,0.9150749299175491,2
0.2545914457773325,0.3205985526763834,0
0.5410228726160051,0.5889097099662304,0
0.5359622782132828,0.034535191024793854,0
0.32260487888425493,0.8328513134264203,1
0.9349393855022378,0.42821227384297045,2
0.8865506835182038,0.6434166192581234,2
0.5669184650748791,0.16924146265797835,0
0.375634208121544,0.5173952181534378,0
0.1895988052909402,0.6946963409782559,1
0.38361901593839376,0.31037327056909825,0
0.6130079598639503,0.40779171558214267,0
0.4529093130825098,0.7159491374493752,0
0.12771503918971538,0.3785668071072317,1
0.3881347043702905,0.07624454991197471,0
0.33073726392729785,0.25164913865350946,0
0.5677687098879092,0.7122302615917588,0
0.2504770391136043,0.10040455775250567,0
0.412895158894502,0.5115973883977077,0
0.6550098221951812,0.5042743115678282,0
0.6988917139992481,0.9322192024210615,2
0.6689037787459499,0.5510640369169711,0
0.7760215396909846,0.30294758895973983,0
0.3850966597070734,0.3881186367850509,0
0.5134805176987197,0.7672121825109711,0
0.10234442399791588,0.9348454741447724,1
0.23440699110868268,0.15324214273364278,0
0.7003218536659722,0.7083869727497976,2
0.7352752089146981,0.9465182274568373,2
0.05541554769520618,0.6213500723163479,1
0.045829427125228084,0.9547002130905865,1
0.61536082645218,0.5723850406345521,0
0.873239012938684,0.7748467188644976,2
0.6167550744278975,0.34338285213089603,0
0.297445040897658,0.710770400639376,1
0.9377057428915225,0.9173952364018539,2
0.9651168853874482,0.39501745111620945,2
0.7611995588130998,0.7143688066232845,2
0.031693239006927554,0.6142090185267208,1
0.8668662041092696,0.9103376351312359,2
0.43714826124418926,0.39930264822622474,0
0.44723117920667865,0.632992171287468,0
0.23358581963400205,0.7064783477669752,1
0.5176553143827465,0.4028012250859736,0
0.2559567201971944,0.17681603930653433,0
0.001595441516040963,0.6380468999017728,1
0.3135656598088504,0.027560216480837285,0
0.2857801285994923,0.22254138086003328,0
0.47741004372631635,0.11039400361383744,0
0.2324198969132868,0.6180884932365094,1
0.5803899500943088,0.28232044606958073,0
0.4384702234299269,0.5213406658219825,0
0.026465139860502473,0.6700467372622907,1
0.3143240263483795,0.46122926029538813,0
0.5971692543729825,0.5800491201559994,0
0.8361314999662705,0.6266937690203158,2
0.8064139024984145,0.9268468356320795,2
0.6365881169685643,0.5428319661860018,0
0.4793718371821909,0.7328509684725335,0
0.8853431528130798,0.5330064211767884,2
0.30806779001707296,0.3962491865467933,0
0.5272183076791913,0.43478992604829414,0
0.14528423055981043,0.6816690721306752,1
0.9910606888677645,0.6164729922268161,2
0.3434382759480802,0.8467460935893083,1
0.7731487569318081,0.9360434803789939,2
0.22738710320583,0.26514444626514155,0
0.6276788446559606,0.9104795099707786,2
0.8462983245501214,0.1075406111494599,0
0.5596897968724623,0.11138743321625943,0
0.6904258407631374,0.9015086384876905,2
0.19245278467024773,0.7871644082364376,1
0.5837874610110562,0.41159794242301095,0
0.9984939681754624,0.8744698173951232,2
0.8716348025935747,0.9495886710846551,2
0.010986584113470421,0.5622309363821412,1
0.8404432720580572,0.5219645099517444,2
0.5166816884656358,0.8322784788975699,0
0.1323571155861738,0.9976390267762442,1
0.9819492061301356,0.2565454687001715,2
0.20296181734719332,0.7569351323360043,1
0.2806400860592082,0.27672743860491034,0
0.8785863419564617,0.12621248682765707,0
0.1493531445569537,0.883371801459652,1
0.7212214740040824,0.26767597909640806,0
0.0761685532920332,0.6282911022498202,1
0.96446802856055,0.4088524673227353,2
0.4293786959642384,0.4297959781632241,0
0.8937717541520276,0.8710202866090643,2
0.2757067717486752,0.3075521043504721,0
0.9105869508437132,0.37947201816247345,2
0.620874587876769,0.8683462961744361,2
0.18231315401192572,0.5063079634599811,1
0.3321054646243049,0.992489177702208,1
0.8513774262240149,0.9877367975741127,2
0.4571088785612355,0.43255267102982287,0
0.2806948754095938,0.6754549790140739,1
0.2868949351274088,0.7870343256952232,1
0.6397747962514876,0.611124502972322,0
0.4851697962968149,0.07718093892336964,0
0.547423352423122,0.14184862194527392,0
0.3100133898622096,0.2975351048368313,0
0.5594625303086225,0.18486332021779295,0
0.6322541634311875,0.24183917305407654,0
0.8580613383828275,0.5350770101541498,2
0.015396362188801027,0.3714329931842574,1
0.8714249821905911,0.8608407808903142,2
0.6405304187962799,0.3340992475261648,0
