x,y,label
0.7356245933148713,0.9023750601235864,1
0.1712732597478504,0.794600491522936,1
0.6691158800286702,0.4917553221983052,-1
0.19364007062842015,0.041327587868371984,1
0.8583016236985066,0.7937244109401614,1
0.42607566042401784,0.5546092226657572,-1
0.13035488062899214,0.756035449380577,1
0.6142027916885675,0.14900875996719576,1
0.31094747583991655,0.5521563529600275,-1
0.5282901978975941,0.5889306490984226,-1
0.4337672302464139,0.4650392459612605,-1
0.1960564538004841,0.699735608544522,1
0.226132476730748,0.24364401561857407,1
0.3904748336993963,0.37577141519799706,-1
0.8871884438226507,0.2760157768971911,1
0.3249712169759849,0.9095201668191091,1
0.20418054061859664,0.11486475402608987,1
0.5127421985722879,0.42058686655191224,-1
0.09192578965988224,0.5136980528443226,1
0.5055348645270941,0.09612583676587338,1
0.3250034731832465,0.41902455223870644,-1
0.6207344913528493,0.5538649754009444,-1
0.6423354072952241,0.5552194661304608,-1
0.5694610635089832,0.35233989643967867,-1
0.9526248716179848,0.36127280964318015,1
0.9242559475759355,0.10725627865456966,1
0.12819416222032082,0.6751167814137283,1
0.6981723662480769,0.7938379176028694,1
0.44597981223752753,0.5770683410029493,-1
0.2745227558342673,0.8006159338455685,1
0.17988313580511328,0.2644567296449738,1
0.7117570052219636,0.8324108531785549,1
0.6448143287234097,0.8985577220922321,1
0.5978651132840203,0.0006473381891866081,1
0.4088041431356799,0.3945056754599704,-1
0.6813595928443479,0.11678095899478352,1
0.5381856857110561,0.9562866450471461,1
0.8301468056270338,0.6975829824821883,1
0.23666683985997644,0.9008958196376065,1
0.8164352472169119,0.8802643660793894,1
0.42140900604926207,0.4056142954926128,-1
0.5035879843729709,0.5818262914433852,-1
0.5438202661418226,0.3328581421474399,-1
0.39786147347235207,0.44387432923404563,-1
0.8797181242205918,0.01945408092619877,1
0.27928230507393703,0.21826571533867728,1
0.4553318568034711,0.5010481297575655,-1
0.8117487230514346,0.31617388095913623,1
0.06760357450180648,0.11749327741960369,1
0.4952305689000606,0.448893997350967,-1
0.5376610915203618,0.3560477192933875,-1
0.5041348953960939,0.13886004661431106,1
0.3909396031367239,0.0654873287164226,1
0.061359919991724965,0.6098113686852289,1
0.3062442212946314,0.1299703690116844,1
0.5304729254282358,0.38782514292713466,-1
0.691784992911121,0.8483385355359565,1
0.7948515582855025,0.30656775282049975,1
0.5923188772750344,0.3867995320403104,-1
0.5330904442430541,0.5953701692120762,-1
0.33413587468131667,0.4122122535734737,-1
0.5747746468552152,0.45535771682929216,-1
0.5622599172149237,0.9359786920011055,1
0.3380693975350846,0.5276497215556114,-1
0.934246134377212,0.7170595732715875,1
0.44813388852483904,0.471359689253909,-1
0.8478875903212124,0.354905258906509,1
0.5834173999194097,0.4741309564517866,-1
0.38248722934246027,0.4616463567612783,-1
0.4117583982007101,0.872044493479065,1
0.9877146839913067,0.5215483063374305,1
0.5032619970167052,0.41474239916082617,-1
0.5049333823324902,0.41716438653184124,-1
0.5333714036252757,0.052080791770808654,1
0.4273806432721857,0.3582014759969381,-1
0.6449107072755486,0.5721003045489441,-1
0.8492622215199881,0.42506191126206666,1
