x,y
0.4566013763462538,0.4328064092241084
0.6113784672224188,0.5286245988894975
0.45029897412145387,0.7116061205092745
0.6390150501606866,0.4607439821937208
0.6289567839292338,0.3234695147853152
0.5662104392361843,0.28935772804130394
0.5676530359179894,0.29547265797376954
0.43602399117606827,0.4157757274892156
0.5454137939219365,0.36750178191490135
0.4394528077596546,0.5478674292772121
0.512200437106122,0.500864646508404
0.3917587782134365,0.6103473035285875
0.5218570283765972,0.5769060811333763
0.7194189575585879,0.4364809386314468
0.2995329322777752,0.6230627270405613
0.4982241475102956,0.4283998379412599
0.2740522921447801,0.4804320598631085
0.3828402171748741,0.5440688862962566
0.4249231989421871,0.28482572753736896
0.5207238207675212,0.32542733595644696
0.4432955766658528,0.32697891986066585
0.3988212173199343,0.44917757772100975
0.5043499801956989,0.31104972990661883
0.6418316378383897,0.4463423024162951
0.3875139053807079,0.5835776682759641
0.3939936115953249,0.4355492315286958
0.5310410091841999,0.6295649641551255
0.6888968092469115,0.5241631381654697
0.6493962308649859,0.3741091630071477
0.4655880456967902,0.3808260349477101
0.6258946158877843,0.29786152832143475
0.33422593969522363,0.4716084824524596
0.3668006741594324,0.7098112476478706
0.7416277782794454,0.5889910190948651
0.3827226313169959,0.45273736763851397
0.56506329156323,0.4368807019054587
0.3507596663956172,0.4731503428096154
0.5681429924399365,0.4228460005163472
0.4982887847983077,0.3891165629058462
0.4364283715014795,0.6923011055451651
0.6037254126431655,0.4683965601910573
0.5888498769597843,0.4752440281151413
0.6989962241574786,0.39153609364235065
0.6752421809738202,0.5665200576628142
0.6455623948444207,0.4575869722287391
0.4155274258102421,0.5261488358815203
0.29194678962167875,0.4272334801227161
0.4375613322732245,0.6446881351198951
0.33345440081047545,0.4690126900207642
0.5434853498540486,0.5575180098090339
0.4411923952597462,0.5154128811111293
0.5706964819958329,0.6262959368064891
0.7065470571054172,0.3526615357856453
0.4431214691109642,0.6322492132512522
0.323144615700802,0.5142624100259803
0.7009787144079658,0.6058330298954564
0.6794405111786648,0.33386383983683265
0.7159374380776726,0.5369769299381377
0.479752362923266,0.7007875282162737
0.41003838698089295,0.5099887518902678
0.4900861248500663,0.6294229305694207
0.4660374760318256,0.6268512537813131
0.32351200563321114,0.6393495801876143
0.4473375193351228,0.7348324501821877
0.5556571320867622,0.5715022879444677
0.5707049148610202,0.3322483646116365
0.6227812899148043,0.3306931377284241
0.6006889225245693,0.2928147023531954
0.6676542569289109,0.5752724418322568
0.309970327833062,0.452652917030679
0.6127630910463642,0.5027568608385389
0.32860350692925033,0.4413129371744251
0.3065653750112273,0.3519614427708904
0.6051765579581507,0.4821492917720065
0.440146903930251,0.49559360102464795
0.598144530201707,0.5532603752903262
0.4434719903502952,0.4622535936838886
0.42217490317381395,0.34103901488291244
0.4555064874019546,0.4117120275259453
0.4720555872309712,0.7165683667235623
0.7347191848708641,0.5758536326400511
0.5155381256468614,0.7245756845076422
0.3273149601044746,0.6263807471208405
0.4346341375571578,0.3634158158782626
0.3831974302797563,0.2762100009308178
0.4802226282196722,0.3987180372562856
0.5379614400606375,0.6077396909730114
0.31976325998106114,0.6241915643427768
0.5284666588142557,0.5480244917619645
0.4771019968441158,0.40228069309626585
0.3333180728962392,0.468497631859453
0.6753842036454221,0.3197027381378705
0.4095145600757665,0.42842739961974
0.5006618827477158,0.6265923168364407
0.498277631839801,0.5382010339612469
0.5012632137589963,0.5748491652989149
0.68924092353326,0.3863202158519963
0.7446366283207957,0.4865794985985416
0.5477306196567974,0.6684602746630001
0.3915396375037432,0.5776294199926051
0.5572903079408821,0.6178822878859911
